Artist,Spotify Name,Genres,Popularity,Similarity
A Band Of Bees,The Band Of Heathens,"['austin americana' 'modern southern rock' 'new americana'
 'roots americana' 'roots rock' 'texas country']",52.0,71
?????,Elvis Presley,['rock-and-roll' 'rockabilly'],81.0,0
Keyshia Cole / Too Short,Keyshia Cole,"['contemporary r&b' 'dance pop' 'hip pop' 'neo soul' 'pop r&b' 'r&b' 'rap'
 'urban contemporary']",70.0,67
John Lomax,"John Lomax, Jr.",['american folk revival'],,80
Chris DeGarmo,Chris de Burgh,['mellow gold' 'new wave pop' 'soft rock'],63.0,67
The Original Carter Family,The Carter Family,"['appalachian folk' 'bluegrass' 'country gospel' 'folk' 'old-time'
 'traditional country' 'traditional folk' 'vocal harmony group']",41.0,79
Rosemary Clooney / Duke Ellington And His Orchestra,Duke Ellington,"['african-american classical' 'big band' 'harlem renaissance' 'jazz'
 'jazz piano' 'stride' 'swing']",60.0,43
"Kenny ""Babyface"" Edmonds",Babyface,['contemporary r&b' 'neo soul' 'quiet storm' 'r&b' 'urban contemporary'],62.0,50
Scientist v. Prince Jammy,Prince Jammy,['dub' 'reggae' 'roots reggae'],36.0,65
Chungking,Chungking Mansions,['hardvapour' 'mallsoft' 'vaporwave'],22.0,67
Jerry Garcia Band,,,,0
Big Sandy & His Fly-Rite Boys,,,,0
Sufjan Stevens,,,,0
Joey Baron feat. Arthur Blythe_ Ron Carter & Bill Frisell,,,,0
Red Sun Rising,,,,0
Loop,,,,0
Dizzy Gillespie / Oscar Peterson / Freddie Hubbard / Clark Terry / Joe Pass,,,,0
Bill Doggett,,,,0
The Hoof & The Heel,,,,0
The House of Love,,,,0
Grand Wizard Theodore,,,,0
Lola Kirke,,,,0
The English Beat,,,,0
DAVE MATTHEWS BAND,,,,0
The Caulfields,,,,0
"George Tandy, Jr.",,,,0
Joanne Brackeen,,,,0
Acoustic Alchemy,,,,0
The Sounds,,,,0
Jillian Jacqueline,,,,0
Tom McRae,,,,0
John Wesley Harding,,,,0
Garbage,,,,0
Sivert Høyem & The Volunteers,,,,0
Snails,Snail's House,['future bass' 'kawaii future bass'],55.0,63
Sonny Boy Williamson & The Yardbirds,Sonny Boy Williamson II,"['acoustic blues' 'blues' 'blues rock' 'chicago blues' 'country blues'
 'delta blues' 'harmonica blues' 'traditional blues']",52.0,75
The Folk Implosion,Folk Implosion,['alternative pop' 'alternative rock' 'gbvfi' 'lo-fi'],28.0,88
Roky Erickson and The Explosives,Roky Erickson,['outsider' 'protopunk' 'psychedelic rock'],37.0,58
Nice Nice,The Nice Nice,['munich indie'],23.0,82
Jennifer Holliday / Sheryl Lee Ralph / Loretta Devine / Deborah Burrell / The Company,Jennifer Laura Thompson,,50.0,37
Nelly feat. Fergie,Nelly,"['dance pop' 'hip hop' 'pop rap' 'southern hip hop' 'st louis rap'
 'urban contemporary']",77.0,43
The United Jazz + Rock Ensemble,The United Jazz + Rock Ensemble Second Generation,,4.0,78
Phantom Blue,Phantom Blues Band,['electric blues' 'modern blues' 'power blues-rock'],24.0,80
Seafood,Seafood Sam,['indie hip hop'],45.0,78
Mother McCree's Uptown Jug Champions,,,,0
Lil Bow Wow,Bow Wow,"['dance pop' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap' 'southern hip hop'
 'urban contemporary']",62.0,78
Caviar,Black Caviar,['bass house' 'electro house'],57.0,67
Chris Robinson,Chris Robinson Brotherhood,['jam band'],33.0,70
Immortal Technique Presents: Akir,Immortal Technique,"['conscious hip hop' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'harlem hip hop' 'hip hop' 'political hip hop']",55.0,71
Jessica Simpson duet with Nick Lachey,Jessica Simpson,['dance pop' 'post-teen pop' 'urban contemporary'],52.0,58
Power,Powerwolf,['german metal' 'german power metal' 'metal' 'power metal'],67.0,71
DFA,Drake,['canadian hip hop' 'canadian pop' 'hip hop' 'rap' 'toronto rap'],98.0,50
SACHI,Sachin-Jigar,['desi pop' 'filmi' 'gujarati pop' 'modern bollywood'],78.0,59
Paul Van Dyk Featuring Jessica Sutta,Paul van Dyk,['german techno' 'trance' 'uplifting trance'],60.0,50
Dennis Sandole,Denis Solee,,47.0,80
Jejune,Jejüne,,30.0,83
"Nookie / Nookie featuring Larry Heard / Larry ""Mr. Fingers"" Heard",Larry Heard (Mr Fingers),,7.0,49
Yellowman & Fathead,Yellowman,['dub' 'lovers rock' 'old school dancehall' 'reggae' 'roots reggae'],48.0,64
Chapman,Tracy Chapman,"['folk' 'lilith' 'singer-songwriter' ""women's music""]",71.0,70
Ustad Nusrat Fateh Ali Khan,Nusrat Fateh Ali Khan,['indian fusion' 'pakistani folk' 'qawwali' 'sufi' 'world'],67.0,88
"Robert Lockwood, Jr.",,,,0
Keith Jarrett_ Gary Peacock_ Jack DeJohnette,,,,0
Razorcuts,,,,0
Zuco 103,,,,0
Dixie Hummingbirds,,,,0
Michael White with Bill Frisell,,,,0
Gavin Friday,,,,0
B.B. King,,,,0
VanJess,,,,0
The Nightwatchman,,,,0
Manuel Göttsching,,,,0
The Showmen,,,,0
Tyler Carter,,,,0
Kicking Giant,,,,0
Electric Guest,,,,0
Mr. Bungle,,,,0
Smokey Robinson & The Miracles,,,,0
Toots Thielemans / Elis Regina,,,,0
Architecture in Helsinki,,,,0
The Shangri-Las,,,,0
Will Smith,,,,0
Avion Roe,,,,0
Orange Juice,,,,0
Mint Condition,,,,0
Prick,,,,0
Aretha Franklin Duet with Luther Vandross,,,,0
Shirley Bassey And Kenny Dope,,,,0
Dead Machines,deadmau5,"['canadian electronic' 'edm' 'electro house' 'pop dance'
 'progressive house']",71.0,57
Imajin,Imagine Dragons,['modern rock' 'rock'],90.0,48
Client,Client Liaison,['australian indie' 'australian pop'],45.0,60
King Tubby & Soul Syndicate,King Tubby,['dub' 'reggae' 'roots reggae'],46.0,54
Bill & Gloria Gaither,Billie Eilish,['art pop' 'electropop' 'pop'],90.0,47
Mista,Mista Playa,['drift phonk' 'hyperpop'],56.0,62
Olivia,Olivia Rodrigo,['pop'],86.0,60
Infinitum,Ad Infinitum,['melodic metal' 'slayer'],45.0,86
Black Time,Black Tiger Sex Machine,"['brostep' 'canadian electronic' 'dubstep' 'edm' 'electro house'
 'electro trash' 'electronic trap']",52.0,61
Ange,Ángela Aguilar,['mariachi' 'musica mexicana' 'nueva musica mexicana' 'ranchera'],75.0,33
Robert Francis (Poet),Robert Grace,['social media pop'],57.0,67
The Mob,The Monkees,"['beatlesque' 'bubblegum pop' 'classic rock' 'country rock' 'folk rock'
 'mellow gold' 'psychedelic rock' 'rock' 'soft rock' 'sunshine pop']",65.0,67
Flotsam and Jetsam,Flotsam & Jetsam,['metal' 'old school thrash' 'power thrash' 'speed metal' 'thrash metal'],38.0,88
Lio,Lionel Richie,['adult standards' 'disco' 'mellow gold' 'soft rock'],73.0,38
Opee,Opetaia Foa'i,,61.0,35
No-Man,No Mana,['complextro' 'edm' 'electro house'],42.0,77
Vaselines,The Vaselines,['alternative rock' 'lo-fi' 'post-punk' 'scottish indie' 'scottish rock'],39.0,82
Huey Lewis,Huey Lewis & The News,"['album rock' 'classic rock' 'mellow gold' 'new wave pop' 'pop rock'
 'rock' 'soft rock']",66.0,65
Joe Gallant & Illuminati,Jon Gallant,,1.0,57
Arthur 'Big Boy' Crudup,"Arthur ""Big Boy"" Crudup","['acoustic blues' 'blues' 'chicago blues' 'delta blues' 'electric blues'
 'traditional blues']",38.0,91
Yakuza,Lous and The Yakuza,['belgian pop'],57.0,48
Walter Page,Walter Page's Blue Devils,['hot jazz'],2.0,61
The Amazing Rhythm Aces,Amazing Rhythm Aces,['country rock' 'folk' 'roots rock' 'southern rock'],41.0,90
Marcos Valle/Patricia Alvi,Marcos Valle,['bossa nova' 'brazilian boogie' 'mpb'],52.0,63
Boney James And Rick Braun,Boney James,['smooth jazz' 'smooth saxophone'],56.0,59
Kenny Wayne Shepherd Band,Kenny Wayne Shepherd,"['blues rock' 'classic rock' 'electric blues' 'modern blues'
 'modern blues rock' 'rock']",56.0,89
Gov. Jimmie Davis,Jimmie Davis,['country gospel' 'traditional country'],26.0,83
Windsor For The Derby,,,,0
Little Matador,,,,0
Nas ft. Lofey,,,,0
Loudon Wainwright III (Lucy Wainwright Roche),Lucy Warr,,35.0,33
Inc.,Incubus,"['alternative metal' 'alternative rock' 'funk metal' 'funk rock'
 'nu metal' 'pop rock' 'post-grunge' 'rock']",70.0,55
Patrice,Patrice Rushen,"['disco' 'funk' 'jazz funk' 'post-disco' 'quiet storm' 'soul'
 'urban contemporary']",56.0,67
Pearl & The Puppets,Pearl Jam,['grunge' 'permanent wave' 'rock'],77.0,43
Gus Gus / Ian Brown,GusGus,"['alternative dance' 'electronica' 'icelandic electronic' 'icelandic pop'
 'trip hop']",46.0,48
Bobby V,Bobby V.,"['contemporary r&b' 'hip hop' 'hip pop' 'pop rap' 'r&b'
 'urban contemporary']",61.0,93
Think,ThinkChill,,33.0,67
Lorrie Morgan & Sammy Kershaw,Lorrie Morgan,['country' 'country dawn' 'country rock'],49.0,62
Eric B. & Rakim,Eric Bellinger,['pop r&b' 'pop rap' 'r&b' 'rap' 'urban contemporary' 'viral rap'],66.0,48
Coldcut & Hexstatic,Coldcut,['big beat' 'electronica' 'trip hop' 'turntablism'],43.0,54
Young Boy,YoungBoy Never Broke Again,['baton rouge rap' 'trap'],86.0,46
Double Dee & Steinski,Double Dee,['italo house'],26.0,65
Yung Joc feat 3LW,Yung Joc,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",64.0,64
Sly & The Revolutionaries,Sly & The Family Stone,"['classic rock' 'classic soul' 'funk' 'funk rock' 'psychedelic soul'
 'rock' 'soul']",62.0,64
Kay-Gee's,The Kay Gees,,17.0,67
Malcolm McLaren & The World's Famous Supreme Team,Malcolm McLaren,['electro' 'new romantic' 'new wave' 'new wave pop' 'synthpop'],43.0,47
Natalie Cole & Peabo Bryson,Natalie Cole,['adult standards' 'lounge' 'quiet storm' 'vocal jazz'],65.0,62
Dawn;Tony Orlando & Dawn,Dawn Penn,['lovers rock' 'reggae' 'rocksteady'],55.0,36
U Roy,U-Roy,['dub' 'lovers rock' 'old school dancehall' 'reggae' 'roots reggae'],49.0,80
Cocoa Tea & Judy Mowatt,Cocoa Tea,['lovers rock' 'old school dancehall' 'reggae' 'roots reggae'],47.0,56
Coasters,The Coasters,"['adult standards' 'bubblegum pop' 'doo-wop' 'rhythm and blues'
 'rock-and-roll' 'rockabilly' 'soul']",52.0,80
Chet Atkins & Jerry Reed,Chet Atkins,['nashville sound'],48.0,63
Mike Marshall & Chris Thile,Mike Marshall,['bluegrass' 'classical mandolin' 'mandolin' 'progressive bluegrass'],42.0,65
Pumpkin,The Smashing Pumpkins,"['alternative metal' 'alternative rock' 'grunge' 'permanent wave'
 'pop rock' 'rock' 'spacegrunge']",75.0,50
Wisin,Wisin & Yandel,['electro latino' 'latin hip hop' 'reggaeton' 'urbano latino'],83.0,53
White Noise,White Noise Baby Sleep,['sleep'],77.0,67
Power of Omens,Power of Sound,,27.0,79
Master P._ Mystikal_ Silkk The Shocker_ Mia X and Kane & Abel,Master P,"['dirty south rap' 'gangster rap' 'hip hop' 'houston rap'
 'new orleans rap' 'pop rap' 'rap' 'southern hip hop' 'trap']",57.0,23
Aloha,Alohaha,,17.0,83
Porcupine,Porcupine Tree,"['alternative metal' 'art rock' 'progressive metal' 'progressive rock'
 'symphonic rock']",58.0,78
Hacker,The Hacker,['electroclash' 'french techno'],42.0,75
Tripp,Trippie Redd,['melodic rap' 'rap' 'trap'],86.0,59
The Reflecting Skin,Reflections,"['deathcore' 'djent' 'melodic metalcore' 'metalcore' 'metallic hardcore'
 'progressive deathcore' 'progressive metalcore' 'thall']",36.0,67
Gaunt,Gauntlet Hair,['denver indie' 'popgaze'],21.0,56
Amon Tobin and Steinski,Amon Düül II,"['art rock' 'experimental' 'experimental rock' 'krautrock'
 'progressive rock' 'psychedelic rock' 'space rock' 'symphonic rock']",33.0,40
Lothar & The Hand People,Lothar Zagrosek,,26.0,41
Mood,mood.,,54.0,89
Fredi,Fredi Walker,,33.0,59
Juli,Julión Álvarez y su Norteño Banda,['banda' 'musica mexicana' 'norteno' 'sad sierreno'],81.0,22
Bud & Travis,Buddy,['cali rap' 'underground hip hop'],62.0,35
Tech N9NE Collabos featuring Below Zero_ Chandra Palmer_ Dana Perkins_ Irv Da Phenom_ Krizz Kaliko_ Valerie Knight,Tech N9ne,['hip hop' 'kansas city hip hop' 'pop rap'],72.0,15
Steve Howe's Remedy,Stevie Howie,,42.0,65
Sugafree featuring Sharon,Suga Free,"['g funk' 'gangster rap' 'hip hop' 'hyphy' 'west coast rap'
 'west coast trap']",51.0,47
Joey Dee,Joey Dee & The Starliters,,25.0,48
The Stoner,The Stoners Circle,,11.0,71
Quasi,Quasimoto,['alternative hip hop' 'hip hop' 'psychedelic hip hop'],55.0,71
William Parker & Hamid Drake,William Parker,"['avant-garde jazz' 'free improvisation' 'free jazz'
 'norwegian contemporary jazz' 'uk contemporary jazz']",22.0,67
David Alexander McDonald,David Allan Coe,['country' 'country rock' 'outlaw country'],59.0,56
Global Collective,DSM Global Collective,,,89
The Funky Four Plus One,Funky 4 + 1,['bronx hip hop' 'old school hip hop'],26.0,47
Sirens & Sailors,Sleeping With Sirens,['metalcore' 'modern rock' 'pop emo' 'pop punk' 'screamo'],67.0,33
Peter Holsapple & Chris Stamey,Peter Holsapple,['jangle pop'],7.0,67
Sleepy John Estes_ Yank Rachell,Sleepy John,['environmental'],70.0,52
B-Boys,B Boys,['garage psych'],24.0,83
Moped,Mopeds are Dangerous,,20.0,40
The Young Knives,Young Knives,['british indie rock' 'new rave' 'oxford indie'],25.0,86
Smith & Mighty,The Smiths,['madchester' 'new wave' 'permanent wave' 'rock' 'uk post-punk'],78.0,42
Synthetic ID,Synthetic Ideas,,,89
Kirk Franklin & The Family,Kirk Franklin,['gospel' 'gospel r&b'],65.0,67
Expose,Exposé,['freestyle' 'new wave pop'],47.0,83
Duane Allman / Derek & The Dominos,Duane Allman,['blues rock' 'country rock' 'electric blues' 'southern rock'],37.0,52
Son By 4,Son By Four,['deep latin christian' 'latin pop' 'puerto rican pop' 'salsa' 'tropical'],57.0,74
Squidboy,Squidboyz,,,94
Bouncing Souls,The Bouncing Souls,"['asbury park indie' 'melodic hardcore' 'new jersey hardcore'
 'new jersey punk' 'pop punk' 'punk' 'ska' 'ska punk' 'skate punk']",53.0,88
Julieta Venegas A Dueto Con La Mala Rodriguez,Julieta Venegas,['latin alternative' 'latin pop' 'latin rock' 'rock en espanol'],76.0,50
Hot,Hotel Ugly,,77.0,46
Les Costars,The Coasters,"['adult standards' 'bubblegum pop' 'doo-wop' 'rhythm and blues'
 'rock-and-roll' 'rockabilly' 'soul']",52.0,70
Postal Service,The Postal Service,['indie pop' 'indie rock' 'indietronica' 'modern rock' 'seattle indie'],57.0,88
Mick Jagger and Dave Stewart,Dave Stewart,['new wave pop' 'rock keyboard'],70.0,60
The Strange Fruit Project,Strange Fruit Project,['alternative hip hop' 'jazz rap'],30.0,91
Georgie Fame,Georgie Fame & The Blue Flames,['british blues' 'british invasion' 'merseybeat'],35.0,57
Orion,Orion Sun,['alternative r&b' 'bedroom pop' 'chill r&b' 'indie r&b' 'indie soul'],65.0,71
Louis Armstrong / Oscar Peterson,Oscar Peterson Trio,"['adult standards' 'bebop' 'big band' 'jazz' 'jazz trio' 'stride'
 'vocal jazz']",62.0,55
Celia Cruz & La Sonora Matancera,Celia Cruz,"['cha-cha-cha' 'cuban rumba' 'mambo' 'musica tradicional cubana' 'salsa'
 'tropical']",67.0,48
Space,Spacey Jane,['australian indie rock' 'fremantle indie' 'perth indie'],66.0,62
Jive Five,The Jive Five,['doo-wop' 'rhythm and blues'],29.0,82
Gloria Estefan & Miami Sound Machine,Gloria Estefan,['latin pop' 'new wave pop' 'soft rock'],68.0,56
Don Friedman,Don Friedman Trio,,8.0,83
Alfredo De La Fe,Alfredo De La Fé,['charanga' 'latin jazz' 'salsa' 'salsa international'],26.0,94
Orso,Orson's Library,,43.0,42
Canyon,Canyon City,['acoustic pop' 'indie folk' 'indiecoustica' 'neo mellow' 'viral pop'],55.0,71
Saint Saens,Camille Saint-Saëns,['classical' 'french romanticism' 'late romantic era'],68.0,60
Hector Lavoe,Héctor Lavoe,['salsa' 'salsa puertorriquena' 'tropical'],66.0,92
Monorchid,The Monorchid,['post-hardcore'],7.0,82
Bill Haley,Bill Haley & His Comets,['adult standards' 'rock-and-roll' 'rockabilly'],56.0,61
Claudia Acuña,Claudia Acuna,['jazz chileno'],14.0,92
Richard 'Groove' Holmes & Jimmy Witherspoon,"Richard ""Groove"" Holmes",['instrumental soul' 'jazz funk' 'jazz organ' 'soul jazz'],30.0,64
Astrud Gilberto with Stanley Turrentine,Stanley Turrentine,['bebop' 'hard bop' 'jazz' 'jazz saxophone' 'soul jazz'],45.0,63
Colts,Cults,['experimental pop' 'indie surf' 'pop'],76.0,80
Explorers Club,The Explorers Club,['psychedelic pop'],21.0,88
Newban,NewJeans,['k-pop' 'k-pop girl group'],87.0,71
Pagans,Pagan's Mind,"['melodic metal' 'neo classical metal' 'norwegian metal' 'power metal'
 'progressive metal' 'progressive power metal']",31.0,67
John Mayall's Bluesbreakers,John Mayall & The Bluesbreakers,"['blues' 'blues rock' 'british blues' 'british invasion' 'classic rock'
 'country rock' 'electric blues' 'modern blues']",50.0,86
Ramonas,Ramones,"['classic rock' 'early us punk' 'permanent wave' 'punk' 'rock'
 'skate punk']",69.0,86
Power Generation,Prince,['funk' 'funk rock' 'minneapolis sound' 'synth funk'],73.0,18
Cheech & Chong,Cheech Marin,,44.0,62
Grifters,The Grifters,['alternative pop' 'gbvfi' 'lo-fi'],13.0,80
Howie B,Howie B.,['big beat' 'trip hop'],36.0,93
Time Zone featuring John Lydon & Afrika Bambaataa,John Lydon,['solo wave'],25.0,34
Raintown,Rainbow Kitten Surprise,['modern rock'],74.0,45
Conscious,ConsciousThoughts,['future funk'],32.0,69
MØ,Morgan Wallen,['contemporary country'],93.0,13
Travis Tritt duet with Marty Stuart,Marty Stuart,['country' 'country rock'],51.0,51
DMZ,DMX,"['east coast hip hop' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'pop rap' 'rap' 'southern hip hop']",74.0,67
Henry B,Henry Barrie,['pianissimo'],28.0,74
? and the Mysterians,? & The Mysterians,"['bubblegum pop' 'chicano punk' 'classic garage rock' 'detroit rock'
 'freakbeat' 'garage rock' 'protopunk' 'psychedelic rock']",43.0,89
Jesse Dayton & Brennen Leigh,Jesse Dayton,['alternative roots rock' 'roots americana'],34.0,60
Hampton Hawes,Hampton Hawes Trio,['bebop' 'jazz trio' 'stride'],35.0,84
Joe Pass and Paulinho Da Costa,Joe Pass,['bebop' 'jazz' 'jazz fusion' 'jazz guitar'],48.0,42
George Clinton and his Gangsters of Love,George Clinton,['funk' 'p funk' 'soul'],58.0,52
Hammer,HammerFall,"['gothenburg metal' 'hard rock' 'melodic metal' 'metal'
 'neo classical metal' 'power metal' 'swedish power metal']",59.0,75
Ours,Ours Samplus,['hip-hop experimental'],48.0,50
30 Seconds to Mars,Thirty Seconds To Mars,['modern rock' 'post-grunge' 'rock'],69.0,80
Gun Club,The Gun Club,"['alternative rock' 'cowpunk' 'experimental' 'garage rock' 'post-punk'
 'psychedelic rock' 'psychobilly' 'punk' 'punk blues']",44.0,80
Husker Du,Hüsker Dü,"['alternative pop' 'alternative rock' 'hardcore punk' 'new wave'
 'post-hardcore' 'post-punk' 'power pop' 'punk']",47.0,78
Françoise Hardy - Julio Iglesias,Julio Iglesias,['latin pop'],71.0,61
Dave Holland_ Steve Coleman_ Kevin Eubanks_ Marvin Smitty Smith,Dave Holland,"['avant-garde jazz' 'british jazz' 'contemporary jazz' 'ecm-style jazz'
 'jazz double bass' 'library music' 'uk contemporary jazz']",44.0,32
The Ghosts Of Verona,of Verona,['metropopolis'],30.0,62
Paul K.,Paul Kim,['k-pop' 'korean pop'],55.0,80
Sammy,sammy rash,['gen z singer-songwriter' 'pop' 'sad rap'],61.0,67
The Count Five,The Five Counts,,,62
Kool Keith / Sir Menelik,Kool Keith,"['abstract hip hop' 'alternative hip hop' 'bronx hip hop'
 'east coast hip hop' 'hardcore hip hop' 'hip hop' 'turntablism']",44.0,59
The New York Rock Ensemble,Harmonie Ensemble/New York,['classical jazz fusion'],26.0,42
The Blacks,The Backseat Lovers,['indie pop' 'modern rock' 'slc indie'],70.0,62
AFD Shift,The Frequency Shifters,['white noise'],56.0,45
Bing Crosby & Grace Kelly,Bing Crosby,['adult standards' 'easy listening' 'lounge'],65.0,61
Bono / Secret Machines,Bonobo,['downtempo' 'electronica' 'jazztronica' 'nu jazz' 'trip hop'],67.0,29
Juice & Molemen,Juice WRLD,['chicago rap' 'melodic rap'],92.0,56
Dub Pistols feat. Terry Hall,Dub Pistols,['big beat' 'breakbeat'],42.0,56
Sli,Slipknot,['alternative metal' 'nu metal' 'rap metal'],81.0,55
Richard Clayderman / James Last,Richard Clayderman,['easy listening'],64.0,73
Pilgrim Travelers,The Pilgrim Travelers,['gospel singers' 'vocal harmony group'],17.0,89
Lady Lamb the Beekeeper,Lady Lamb,['indie pop' 'indie singer-songwriter' 'maine indie'],40.0,56
Degeneration,Degeneration XXX,['slc hardcore'],6.0,86
Skylab,Skylar Grey,['piano rock' 'viral pop'],70.0,59
Paris,Paris Paloma,,54.0,59
Stew,Steve Lacy,['afrofuturism'],85.0,43
Gravity,Gravity Kills,['industrial' 'industrial metal' 'industrial rock'],34.0,70
The Kik,The Kid LAROI,['australian hip hop' 'pop'],86.0,60
Spleen,Syleena Johnson,['contemporary r&b' 'hip pop' 'neo soul' 'r&b' 'urban contemporary'],64.0,48
Flick,Flickerstick,['denton tx indie' 'grunge pop'],22.0,59
The Saints,Shane Smith & the Saints,['red dirt'],57.0,59
Jannes,Jane's Addiction,"['alternative metal' 'alternative rock' 'blues rock' 'funk metal'
 'funk rock' 'grunge' 'nu metal' 'permanent wave' 'pop rock' 'rap rock'
 'rock']",59.0,36
Triple Six Mafia,Three 6 Mafia,"['crunk' 'dirty south rap' 'gangster rap' 'hip hop' 'memphis hip hop'
 'pop rap' 'rap' 'southern hip hop' 'tennessee hip hop' 'trap']",66.0,69
El-B,El Bebeto,['banda' 'mariachi' 'musica mexicana' 'nueva musica mexicana' 'ranchera'],66.0,46
King Jammy & Digital,King Jammy,,23.0,67
Françoise Hardy - Alain Souchon,Françoise Hardy,['chanson' 'ye ye'],59.0,65
Sicko,SICKOTOY,['romanian pop'],55.0,77
Stijn,Sting,['permanent wave' 'soft rock' 'sophisti-pop'],73.0,80
Salem,salem ilese,['modern indie pop'],68.0,62
Bob Wills & His Texas Playboys / Billy Jack Wills,Bob Wills & His Texas Playboys,['bakersfield sound' 'traditional country' 'western swing'],39.0,76
DeMarco,Mac DeMarco,['edmonton indie' 'lo-fi indie'],84.0,78
S.O.D.,S.O.D. Stormtroopers of Death,['crossover thrash'],41.0,34
Killa Kyleon_ Lil Boss_ Lil C_ & OG Avery,Killa Kyleon,['dirty south rap' 'gangster rap' 'houston rap'],47.0,44
Fist,Fist of Five,,42.0,50
Deadmau5 Feat. MC Flipside,deadmau5,"['canadian electronic' 'edm' 'electro house' 'pop dance'
 'progressive house']",71.0,47
